seed	n_targets	mutation_prob	n_samples	dropout_prob	division	deletion	param_id	dist_method	tree_method	rf
1	100	0.02	100	0.05	16	FALSE	81	weighted_hamming	nj	0.422680412371134
1	100	0.02	100	0.05	16	FALSE	81	weighted_hamming	upgma	0.505154639175258
1	100	0.02	100	0.05	16	FALSE	81	weighted_hamming	fastme	0.556701030927835
1	100	0.02	100	0.05	16	FALSE	81	weighted_hamming	fastme_tree_rearrangement	0.484536082474227
2	100	0.02	100	0.05	16	FALSE	82	weighted_hamming	nj	0.350515463917526
2	100	0.02	100	0.05	16	FALSE	82	weighted_hamming	upgma	0.608247422680412
2	100	0.02	100	0.05	16	FALSE	82	weighted_hamming	fastme	0.515463917525773
2	100	0.02	100	0.05	16	FALSE	82	weighted_hamming	fastme_tree_rearrangement	0.350515463917526
3	100	0.02	100	0.05	16	FALSE	83	weighted_hamming	nj	0.237113402061856
3	100	0.02	100	0.05	16	FALSE	83	weighted_hamming	upgma	0.494845360824742
3	100	0.02	100	0.05	16	FALSE	83	weighted_hamming	fastme	0.309278350515464
3	100	0.02	100	0.05	16	FALSE	83	weighted_hamming	fastme_tree_rearrangement	0.216494845360825
4	100	0.02	100	0.05	16	FALSE	84	weighted_hamming	nj	0.360824742268041
4	100	0.02	100	0.05	16	FALSE	84	weighted_hamming	upgma	0.494845360824742
4	100	0.02	100	0.05	16	FALSE	84	weighted_hamming	fastme	0.391752577319588
4	100	0.02	100	0.05	16	FALSE	84	weighted_hamming	fastme_tree_rearrangement	0.360824742268041
5	100	0.02	100	0.05	16	FALSE	85	weighted_hamming	nj	0.144329896907216
5	100	0.02	100	0.05	16	FALSE	85	weighted_hamming	upgma	0.360824742268041
5	100	0.02	100	0.05	16	FALSE	85	weighted_hamming	fastme	0.195876288659794
5	100	0.02	100	0.05	16	FALSE	85	weighted_hamming	fastme_tree_rearrangement	0.154639175257732
1	200	0.02	100	0.05	16	FALSE	86	weighted_hamming	nj	0.144329896907216
1	200	0.02	100	0.05	16	FALSE	86	weighted_hamming	upgma	0.237113402061856
1	200	0.02	100	0.05	16	FALSE	86	weighted_hamming	fastme	0.309278350515464
1	200	0.02	100	0.05	16	FALSE	86	weighted_hamming	fastme_tree_rearrangement	0.123711340206186
2	200	0.02	100	0.05	16	FALSE	87	weighted_hamming	nj	0.164948453608247
2	200	0.02	100	0.05	16	FALSE	87	weighted_hamming	upgma	0.288659793814433
2	200	0.02	100	0.05	16	FALSE	87	weighted_hamming	fastme	0.195876288659794
2	200	0.02	100	0.05	16	FALSE	87	weighted_hamming	fastme_tree_rearrangement	0.164948453608247
3	200	0.02	100	0.05	16	FALSE	88	weighted_hamming	nj	0.0618556701030928
3	200	0.02	100	0.05	16	FALSE	88	weighted_hamming	upgma	0.144329896907216
3	200	0.02	100	0.05	16	FALSE	88	weighted_hamming	fastme	0.0618556701030928
3	200	0.02	100	0.05	16	FALSE	88	weighted_hamming	fastme_tree_rearrangement	0.0103092783505155
4	200	0.02	100	0.05	16	FALSE	89	weighted_hamming	nj	0.0927835051546392
4	200	0.02	100	0.05	16	FALSE	89	weighted_hamming	upgma	0.206185567010309
4	200	0.02	100	0.05	16	FALSE	89	weighted_hamming	fastme	0.134020618556701
4	200	0.02	100	0.05	16	FALSE	89	weighted_hamming	fastme_tree_rearrangement	0.0927835051546392
5	200	0.02	100	0.05	16	FALSE	90	weighted_hamming	nj	0.0618556701030928
5	200	0.02	100	0.05	16	FALSE	90	weighted_hamming	upgma	0.185567010309278
5	200	0.02	100	0.05	16	FALSE	90	weighted_hamming	fastme	0.0618556701030928
5	200	0.02	100	0.05	16	FALSE	90	weighted_hamming	fastme_tree_rearrangement	0.0412371134020619
1	50	0.04	100	0.05	16	FALSE	91	weighted_hamming	nj	0.484536082474227
1	50	0.04	100	0.05	16	FALSE	91	weighted_hamming	upgma	0.608247422680412
1	50	0.04	100	0.05	16	FALSE	91	weighted_hamming	fastme	0.618556701030928
1	50	0.04	100	0.05	16	FALSE	91	weighted_hamming	fastme_tree_rearrangement	0.484536082474227
2	50	0.04	100	0.05	16	FALSE	92	weighted_hamming	nj	0.45360824742268
2	50	0.04	100	0.05	16	FALSE	92	weighted_hamming	upgma	0.587628865979381
2	50	0.04	100	0.05	16	FALSE	92	weighted_hamming	fastme	0.56701030927835
2	50	0.04	100	0.05	16	FALSE	92	weighted_hamming	fastme_tree_rearrangement	0.391752577319588
3	50	0.04	100	0.05	16	FALSE	93	weighted_hamming	nj	0.298969072164948
3	50	0.04	100	0.05	16	FALSE	93	weighted_hamming	upgma	0.371134020618557
3	50	0.04	100	0.05	16	FALSE	93	weighted_hamming	fastme	0.381443298969072
3	50	0.04	100	0.05	16	FALSE	93	weighted_hamming	fastme_tree_rearrangement	0.278350515463918
4	50	0.04	100	0.05	16	FALSE	94	weighted_hamming	nj	0.329896907216495
4	50	0.04	100	0.05	16	FALSE	94	weighted_hamming	upgma	0.463917525773196
4	50	0.04	100	0.05	16	FALSE	94	weighted_hamming	fastme	0.402061855670103
4	50	0.04	100	0.05	16	FALSE	94	weighted_hamming	fastme_tree_rearrangement	0.319587628865979
5	50	0.04	100	0.05	16	FALSE	95	weighted_hamming	nj	0.350515463917526
5	50	0.04	100	0.05	16	FALSE	95	weighted_hamming	upgma	0.34020618556701
5	50	0.04	100	0.05	16	FALSE	95	weighted_hamming	fastme	0.391752577319588
5	50	0.04	100	0.05	16	FALSE	95	weighted_hamming	fastme_tree_rearrangement	0.298969072164948
1	100	0.04	100	0.05	16	FALSE	96	weighted_hamming	nj	0.237113402061856
1	100	0.04	100	0.05	16	FALSE	96	weighted_hamming	upgma	0.309278350515464
1	100	0.04	100	0.05	16	FALSE	96	weighted_hamming	fastme	0.443298969072165
1	100	0.04	100	0.05	16	FALSE	96	weighted_hamming	fastme_tree_rearrangement	0.22680412371134
2	100	0.04	100	0.05	16	FALSE	97	weighted_hamming	nj	0.237113402061856
2	100	0.04	100	0.05	16	FALSE	97	weighted_hamming	upgma	0.278350515463918
2	100	0.04	100	0.05	16	FALSE	97	weighted_hamming	fastme	0.298969072164948
2	100	0.04	100	0.05	16	FALSE	97	weighted_hamming	fastme_tree_rearrangement	0.216494845360825
3	100	0.04	100	0.05	16	FALSE	98	weighted_hamming	nj	0.0824742268041237
3	100	0.04	100	0.05	16	FALSE	98	weighted_hamming	upgma	0.154639175257732
3	100	0.04	100	0.05	16	FALSE	98	weighted_hamming	fastme	0.175257731958763
3	100	0.04	100	0.05	16	FALSE	98	weighted_hamming	fastme_tree_rearrangement	0.0927835051546392
4	100	0.04	100	0.05	16	FALSE	99	weighted_hamming	nj	0.247422680412371
4	100	0.04	100	0.05	16	FALSE	99	weighted_hamming	upgma	0.360824742268041
4	100	0.04	100	0.05	16	FALSE	99	weighted_hamming	fastme	0.402061855670103
4	100	0.04	100	0.05	16	FALSE	99	weighted_hamming	fastme_tree_rearrangement	0.298969072164948
5	100	0.04	100	0.05	16	FALSE	100	weighted_hamming	nj	0.123711340206186
5	100	0.04	100	0.05	16	FALSE	100	weighted_hamming	upgma	0.154639175257732
5	100	0.04	100	0.05	16	FALSE	100	weighted_hamming	fastme	0.175257731958763
5	100	0.04	100	0.05	16	FALSE	100	weighted_hamming	fastme_tree_rearrangement	0.144329896907216
1	200	0.04	100	0.05	16	FALSE	101	weighted_hamming	nj	0.123711340206186
1	200	0.04	100	0.05	16	FALSE	101	weighted_hamming	upgma	0.175257731958763
1	200	0.04	100	0.05	16	FALSE	101	weighted_hamming	fastme	0.164948453608247
1	200	0.04	100	0.05	16	FALSE	101	weighted_hamming	fastme_tree_rearrangement	0.103092783505155
2	200	0.04	100	0.05	16	FALSE	102	weighted_hamming	nj	0.154639175257732
2	200	0.04	100	0.05	16	FALSE	102	weighted_hamming	upgma	0.144329896907216
2	200	0.04	100	0.05	16	FALSE	102	weighted_hamming	fastme	0.164948453608247
2	200	0.04	100	0.05	16	FALSE	102	weighted_hamming	fastme_tree_rearrangement	0.144329896907216
3	200	0.04	100	0.05	16	FALSE	103	weighted_hamming	nj	0.0103092783505155
3	200	0.04	100	0.05	16	FALSE	103	weighted_hamming	upgma	0.0618556701030928
3	200	0.04	100	0.05	16	FALSE	103	weighted_hamming	fastme	0.0515463917525773
3	200	0.04	100	0.05	16	FALSE	103	weighted_hamming	fastme_tree_rearrangement	0.0309278350515464
4	200	0.04	100	0.05	16	FALSE	104	weighted_hamming	nj	0.0721649484536082
4	200	0.04	100	0.05	16	FALSE	104	weighted_hamming	upgma	0.278350515463918
4	200	0.04	100	0.05	16	FALSE	104	weighted_hamming	fastme	0.154639175257732
4	200	0.04	100	0.05	16	FALSE	104	weighted_hamming	fastme_tree_rearrangement	0.11340206185567
5	200	0.04	100	0.05	16	FALSE	105	weighted_hamming	nj	0.0309278350515464
5	200	0.04	100	0.05	16	FALSE	105	weighted_hamming	upgma	0.123711340206186
5	200	0.04	100	0.05	16	FALSE	105	weighted_hamming	fastme	0.0824742268041237
5	200	0.04	100	0.05	16	FALSE	105	weighted_hamming	fastme_tree_rearrangement	0.0515463917525773
1	50	0.06	100	0.05	16	FALSE	106	weighted_hamming	nj	0.494845360824742
1	50	0.06	100	0.05	16	FALSE	106	weighted_hamming	upgma	0.54639175257732
1	50	0.06	100	0.05	16	FALSE	106	weighted_hamming	fastme	0.618556701030928
1	50	0.06	100	0.05	16	FALSE	106	weighted_hamming	fastme_tree_rearrangement	0.505154639175258
2	50	0.06	100	0.05	16	FALSE	107	weighted_hamming	nj	0.494845360824742
2	50	0.06	100	0.05	16	FALSE	107	weighted_hamming	upgma	0.463917525773196
2	50	0.06	100	0.05	16	FALSE	107	weighted_hamming	fastme	0.484536082474227
2	50	0.06	100	0.05	16	FALSE	107	weighted_hamming	fastme_tree_rearrangement	0.402061855670103
3	50	0.06	100	0.05	16	FALSE	108	weighted_hamming	nj	0.195876288659794
3	50	0.06	100	0.05	16	FALSE	108	weighted_hamming	upgma	0.350515463917526
3	50	0.06	100	0.05	16	FALSE	108	weighted_hamming	fastme	0.257731958762887
3	50	0.06	100	0.05	16	FALSE	108	weighted_hamming	fastme_tree_rearrangement	0.164948453608247
4	50	0.06	100	0.05	16	FALSE	109	weighted_hamming	nj	0.319587628865979
4	50	0.06	100	0.05	16	FALSE	109	weighted_hamming	upgma	0.319587628865979
4	50	0.06	100	0.05	16	FALSE	109	weighted_hamming	fastme	0.402061855670103
4	50	0.06	100	0.05	16	FALSE	109	weighted_hamming	fastme_tree_rearrangement	0.268041237113402
5	50	0.06	100	0.05	16	FALSE	110	weighted_hamming	nj	0.309278350515464
5	50	0.06	100	0.05	16	FALSE	110	weighted_hamming	upgma	0.402061855670103
5	50	0.06	100	0.05	16	FALSE	110	weighted_hamming	fastme	0.309278350515464
5	50	0.06	100	0.05	16	FALSE	110	weighted_hamming	fastme_tree_rearrangement	0.257731958762887
1	100	0.06	100	0.05	16	FALSE	111	weighted_hamming	nj	0.247422680412371
1	100	0.06	100	0.05	16	FALSE	111	weighted_hamming	upgma	0.216494845360825
1	100	0.06	100	0.05	16	FALSE	111	weighted_hamming	fastme	0.288659793814433
1	100	0.06	100	0.05	16	FALSE	111	weighted_hamming	fastme_tree_rearrangement	0.175257731958763
2	100	0.06	100	0.05	16	FALSE	112	weighted_hamming	nj	0.278350515463918
2	100	0.06	100	0.05	16	FALSE	112	weighted_hamming	upgma	0.257731958762887
2	100	0.06	100	0.05	16	FALSE	112	weighted_hamming	fastme	0.319587628865979
2	100	0.06	100	0.05	16	FALSE	112	weighted_hamming	fastme_tree_rearrangement	0.247422680412371
3	100	0.06	100	0.05	16	FALSE	113	weighted_hamming	nj	0.0927835051546392
3	100	0.06	100	0.05	16	FALSE	113	weighted_hamming	upgma	0.0824742268041237
3	100	0.06	100	0.05	16	FALSE	113	weighted_hamming	fastme	0.175257731958763
3	100	0.06	100	0.05	16	FALSE	113	weighted_hamming	fastme_tree_rearrangement	0.0721649484536082
4	100	0.06	100	0.05	16	FALSE	114	weighted_hamming	nj	0.0721649484536082
4	100	0.06	100	0.05	16	FALSE	114	weighted_hamming	upgma	0.11340206185567
4	100	0.06	100	0.05	16	FALSE	114	weighted_hamming	fastme	0.164948453608247
4	100	0.06	100	0.05	16	FALSE	114	weighted_hamming	fastme_tree_rearrangement	0.0412371134020619
5	100	0.06	100	0.05	16	FALSE	115	weighted_hamming	nj	0.123711340206186
5	100	0.06	100	0.05	16	FALSE	115	weighted_hamming	upgma	0.175257731958763
5	100	0.06	100	0.05	16	FALSE	115	weighted_hamming	fastme	0.175257731958763
5	100	0.06	100	0.05	16	FALSE	115	weighted_hamming	fastme_tree_rearrangement	0.154639175257732
1	200	0.06	100	0.05	16	FALSE	116	weighted_hamming	nj	0.144329896907216
1	200	0.06	100	0.05	16	FALSE	116	weighted_hamming	upgma	0.175257731958763
1	200	0.06	100	0.05	16	FALSE	116	weighted_hamming	fastme	0.154639175257732
1	200	0.06	100	0.05	16	FALSE	116	weighted_hamming	fastme_tree_rearrangement	0.103092783505155
2	200	0.06	100	0.05	16	FALSE	117	weighted_hamming	nj	0.0515463917525773
2	200	0.06	100	0.05	16	FALSE	117	weighted_hamming	upgma	0.0721649484536082
2	200	0.06	100	0.05	16	FALSE	117	weighted_hamming	fastme	0.11340206185567
2	200	0.06	100	0.05	16	FALSE	117	weighted_hamming	fastme_tree_rearrangement	0.0515463917525773
3	200	0.06	100	0.05	16	FALSE	118	weighted_hamming	nj	0.0206185567010309
3	200	0.06	100	0.05	16	FALSE	118	weighted_hamming	upgma	0.0412371134020619
3	200	0.06	100	0.05	16	FALSE	118	weighted_hamming	fastme	0.0412371134020619
3	200	0.06	100	0.05	16	FALSE	118	weighted_hamming	fastme_tree_rearrangement	0.0206185567010309
4	200	0.06	100	0.05	16	FALSE	119	weighted_hamming	nj	0.123711340206186
4	200	0.06	100	0.05	16	FALSE	119	weighted_hamming	upgma	0.154639175257732
4	200	0.06	100	0.05	16	FALSE	119	weighted_hamming	fastme	0.134020618556701
4	200	0.06	100	0.05	16	FALSE	119	weighted_hamming	fastme_tree_rearrangement	0.103092783505155
5	200	0.06	100	0.05	16	FALSE	120	weighted_hamming	nj	0.0309278350515464
5	200	0.06	100	0.05	16	FALSE	120	weighted_hamming	upgma	0.11340206185567
5	200	0.06	100	0.05	16	FALSE	120	weighted_hamming	fastme	0.11340206185567
5	200	0.06	100	0.05	16	FALSE	120	weighted_hamming	fastme_tree_rearrangement	0.0618556701030928
1	50	0.08	100	0.05	16	FALSE	121	weighted_hamming	nj	0.494845360824742
1	50	0.08	100	0.05	16	FALSE	121	weighted_hamming	upgma	0.577319587628866
1	50	0.08	100	0.05	16	FALSE	121	weighted_hamming	fastme	0.628865979381443
1	50	0.08	100	0.05	16	FALSE	121	weighted_hamming	fastme_tree_rearrangement	0.56701030927835
2	50	0.08	100	0.05	16	FALSE	122	weighted_hamming	nj	0.360824742268041
2	50	0.08	100	0.05	16	FALSE	122	weighted_hamming	upgma	0.34020618556701
2	50	0.08	100	0.05	16	FALSE	122	weighted_hamming	fastme	0.381443298969072
2	50	0.08	100	0.05	16	FALSE	122	weighted_hamming	fastme_tree_rearrangement	0.34020618556701
3	50	0.08	100	0.05	16	FALSE	123	weighted_hamming	nj	0.175257731958763
3	50	0.08	100	0.05	16	FALSE	123	weighted_hamming	upgma	0.144329896907216
3	50	0.08	100	0.05	16	FALSE	123	weighted_hamming	fastme	0.237113402061856
3	50	0.08	100	0.05	16	FALSE	123	weighted_hamming	fastme_tree_rearrangement	0.175257731958763
4	50	0.08	100	0.05	16	FALSE	124	weighted_hamming	nj	0.360824742268041
4	50	0.08	100	0.05	16	FALSE	124	weighted_hamming	upgma	0.319587628865979
4	50	0.08	100	0.05	16	FALSE	124	weighted_hamming	fastme	0.43298969072165
4	50	0.08	100	0.05	16	FALSE	124	weighted_hamming	fastme_tree_rearrangement	0.371134020618557
5	50	0.08	100	0.05	16	FALSE	125	weighted_hamming	nj	0.309278350515464
5	50	0.08	100	0.05	16	FALSE	125	weighted_hamming	upgma	0.319587628865979
5	50	0.08	100	0.05	16	FALSE	125	weighted_hamming	fastme	0.412371134020619
5	50	0.08	100	0.05	16	FALSE	125	weighted_hamming	fastme_tree_rearrangement	0.34020618556701
1	100	0.08	100	0.05	16	FALSE	126	weighted_hamming	nj	0.195876288659794
1	100	0.08	100	0.05	16	FALSE	126	weighted_hamming	upgma	0.185567010309278
1	100	0.08	100	0.05	16	FALSE	126	weighted_hamming	fastme	0.288659793814433
1	100	0.08	100	0.05	16	FALSE	126	weighted_hamming	fastme_tree_rearrangement	0.175257731958763
2	100	0.08	100	0.05	16	FALSE	127	weighted_hamming	nj	0.185567010309278
2	100	0.08	100	0.05	16	FALSE	127	weighted_hamming	upgma	0.185567010309278
2	100	0.08	100	0.05	16	FALSE	127	weighted_hamming	fastme	0.216494845360825
2	100	0.08	100	0.05	16	FALSE	127	weighted_hamming	fastme_tree_rearrangement	0.164948453608247
3	100	0.08	100	0.05	16	FALSE	128	weighted_hamming	nj	0.0824742268041237
3	100	0.08	100	0.05	16	FALSE	128	weighted_hamming	upgma	0.123711340206186
3	100	0.08	100	0.05	16	FALSE	128	weighted_hamming	fastme	0.103092783505155
3	100	0.08	100	0.05	16	FALSE	128	weighted_hamming	fastme_tree_rearrangement	0.0721649484536082
4	100	0.08	100	0.05	16	FALSE	129	weighted_hamming	nj	0.134020618556701
4	100	0.08	100	0.05	16	FALSE	129	weighted_hamming	upgma	0.175257731958763
4	100	0.08	100	0.05	16	FALSE	129	weighted_hamming	fastme	0.216494845360825
4	100	0.08	100	0.05	16	FALSE	129	weighted_hamming	fastme_tree_rearrangement	0.123711340206186
5	100	0.08	100	0.05	16	FALSE	130	weighted_hamming	nj	0.123711340206186
5	100	0.08	100	0.05	16	FALSE	130	weighted_hamming	upgma	0.216494845360825
5	100	0.08	100	0.05	16	FALSE	130	weighted_hamming	fastme	0.164948453608247
5	100	0.08	100	0.05	16	FALSE	130	weighted_hamming	fastme_tree_rearrangement	0.123711340206186
1	200	0.08	100	0.05	16	FALSE	131	weighted_hamming	nj	0.154639175257732
1	200	0.08	100	0.05	16	FALSE	131	weighted_hamming	upgma	0.154639175257732
1	200	0.08	100	0.05	16	FALSE	131	weighted_hamming	fastme	0.195876288659794
1	200	0.08	100	0.05	16	FALSE	131	weighted_hamming	fastme_tree_rearrangement	0.154639175257732
2	200	0.08	100	0.05	16	FALSE	132	weighted_hamming	nj	0.0309278350515464
2	200	0.08	100	0.05	16	FALSE	132	weighted_hamming	upgma	0.0618556701030928
2	200	0.08	100	0.05	16	FALSE	132	weighted_hamming	fastme	0.0412371134020619
2	200	0.08	100	0.05	16	FALSE	132	weighted_hamming	fastme_tree_rearrangement	0.0206185567010309
3	200	0.08	100	0.05	16	FALSE	133	weighted_hamming	nj	0.0206185567010309
3	200	0.08	100	0.05	16	FALSE	133	weighted_hamming	upgma	0.0309278350515464
3	200	0.08	100	0.05	16	FALSE	133	weighted_hamming	fastme	0.0309278350515464
3	200	0.08	100	0.05	16	FALSE	133	weighted_hamming	fastme_tree_rearrangement	0.0206185567010309
4	200	0.08	100	0.05	16	FALSE	134	weighted_hamming	nj	0.0618556701030928
4	200	0.08	100	0.05	16	FALSE	134	weighted_hamming	upgma	0.0721649484536082
4	200	0.08	100	0.05	16	FALSE	134	weighted_hamming	fastme	0.0721649484536082
4	200	0.08	100	0.05	16	FALSE	134	weighted_hamming	fastme_tree_rearrangement	0.0309278350515464
5	200	0.08	100	0.05	16	FALSE	135	weighted_hamming	nj	0.0515463917525773
5	200	0.08	100	0.05	16	FALSE	135	weighted_hamming	upgma	0.0721649484536082
5	200	0.08	100	0.05	16	FALSE	135	weighted_hamming	fastme	0.0618556701030928
5	200	0.08	100	0.05	16	FALSE	135	weighted_hamming	fastme_tree_rearrangement	0.0103092783505155
1	50	0.1	100	0.05	16	FALSE	136	weighted_hamming	nj	0.45360824742268
1	50	0.1	100	0.05	16	FALSE	136	weighted_hamming	upgma	0.402061855670103
1	50	0.1	100	0.05	16	FALSE	136	weighted_hamming	fastme	0.494845360824742
1	50	0.1	100	0.05	16	FALSE	136	weighted_hamming	fastme_tree_rearrangement	0.402061855670103
2	50	0.1	100	0.05	16	FALSE	137	weighted_hamming	nj	0.329896907216495
2	50	0.1	100	0.05	16	FALSE	137	weighted_hamming	upgma	0.34020618556701
2	50	0.1	100	0.05	16	FALSE	137	weighted_hamming	fastme	0.391752577319588
2	50	0.1	100	0.05	16	FALSE	137	weighted_hamming	fastme_tree_rearrangement	0.329896907216495
3	50	0.1	100	0.05	16	FALSE	138	weighted_hamming	nj	0.123711340206186
3	50	0.1	100	0.05	16	FALSE	138	weighted_hamming	upgma	0.195876288659794
3	50	0.1	100	0.05	16	FALSE	138	weighted_hamming	fastme	0.278350515463918
3	50	0.1	100	0.05	16	FALSE	138	weighted_hamming	fastme_tree_rearrangement	0.123711340206186
4	50	0.1	100	0.05	16	FALSE	139	weighted_hamming	nj	0.268041237113402
4	50	0.1	100	0.05	16	FALSE	139	weighted_hamming	upgma	0.278350515463918
4	50	0.1	100	0.05	16	FALSE	139	weighted_hamming	fastme	0.381443298969072
4	50	0.1	100	0.05	16	FALSE	139	weighted_hamming	fastme_tree_rearrangement	0.288659793814433
5	50	0.1	100	0.05	16	FALSE	140	weighted_hamming	nj	0.309278350515464
5	50	0.1	100	0.05	16	FALSE	140	weighted_hamming	upgma	0.329896907216495
5	50	0.1	100	0.05	16	FALSE	140	weighted_hamming	fastme	0.381443298969072
5	50	0.1	100	0.05	16	FALSE	140	weighted_hamming	fastme_tree_rearrangement	0.268041237113402
1	100	0.1	100	0.05	16	FALSE	141	weighted_hamming	nj	0.278350515463918
1	100	0.1	100	0.05	16	FALSE	141	weighted_hamming	upgma	0.257731958762887
1	100	0.1	100	0.05	16	FALSE	141	weighted_hamming	fastme	0.319587628865979
1	100	0.1	100	0.05	16	FALSE	141	weighted_hamming	fastme_tree_rearrangement	0.247422680412371
2	100	0.1	100	0.05	16	FALSE	142	weighted_hamming	nj	0.206185567010309
2	100	0.1	100	0.05	16	FALSE	142	weighted_hamming	upgma	0.195876288659794
2	100	0.1	100	0.05	16	FALSE	142	weighted_hamming	fastme	0.206185567010309
2	100	0.1	100	0.05	16	FALSE	142	weighted_hamming	fastme_tree_rearrangement	0.195876288659794
3	100	0.1	100	0.05	16	FALSE	143	weighted_hamming	nj	0.0515463917525773
3	100	0.1	100	0.05	16	FALSE	143	weighted_hamming	upgma	0.0309278350515464
3	100	0.1	100	0.05	16	FALSE	143	weighted_hamming	fastme	0.154639175257732
3	100	0.1	100	0.05	16	FALSE	143	weighted_hamming	fastme_tree_rearrangement	0.0618556701030928
4	100	0.1	100	0.05	16	FALSE	144	weighted_hamming	nj	0.144329896907216
4	100	0.1	100	0.05	16	FALSE	144	weighted_hamming	upgma	0.144329896907216
4	100	0.1	100	0.05	16	FALSE	144	weighted_hamming	fastme	0.22680412371134
4	100	0.1	100	0.05	16	FALSE	144	weighted_hamming	fastme_tree_rearrangement	0.134020618556701
5	100	0.1	100	0.05	16	FALSE	145	weighted_hamming	nj	0.103092783505155
5	100	0.1	100	0.05	16	FALSE	145	weighted_hamming	upgma	0.0824742268041237
5	100	0.1	100	0.05	16	FALSE	145	weighted_hamming	fastme	0.144329896907216
5	100	0.1	100	0.05	16	FALSE	145	weighted_hamming	fastme_tree_rearrangement	0.0927835051546392
1	200	0.1	100	0.05	16	FALSE	146	weighted_hamming	nj	0.0618556701030928
1	200	0.1	100	0.05	16	FALSE	146	weighted_hamming	upgma	0.0824742268041237
1	200	0.1	100	0.05	16	FALSE	146	weighted_hamming	fastme	0.144329896907216
1	200	0.1	100	0.05	16	FALSE	146	weighted_hamming	fastme_tree_rearrangement	0.103092783505155
2	200	0.1	100	0.05	16	FALSE	147	weighted_hamming	nj	0.0412371134020619
2	200	0.1	100	0.05	16	FALSE	147	weighted_hamming	upgma	0.0618556701030928
2	200	0.1	100	0.05	16	FALSE	147	weighted_hamming	fastme	0.144329896907216
2	200	0.1	100	0.05	16	FALSE	147	weighted_hamming	fastme_tree_rearrangement	0.0721649484536082
3	200	0.1	100	0.05	16	FALSE	148	weighted_hamming	nj	0
3	200	0.1	100	0.05	16	FALSE	148	weighted_hamming	upgma	0.0206185567010309
3	200	0.1	100	0.05	16	FALSE	148	weighted_hamming	fastme	0.0103092783505155
3	200	0.1	100	0.05	16	FALSE	148	weighted_hamming	fastme_tree_rearrangement	0.0103092783505155
4	200	0.1	100	0.05	16	FALSE	149	weighted_hamming	nj	0.0721649484536082
4	200	0.1	100	0.05	16	FALSE	149	weighted_hamming	upgma	0.0824742268041237
4	200	0.1	100	0.05	16	FALSE	149	weighted_hamming	fastme	0.0618556701030928
4	200	0.1	100	0.05	16	FALSE	149	weighted_hamming	fastme_tree_rearrangement	0.0515463917525773
5	200	0.1	100	0.05	16	FALSE	150	weighted_hamming	nj	0
5	200	0.1	100	0.05	16	FALSE	150	weighted_hamming	upgma	0
5	200	0.1	100	0.05	16	FALSE	150	weighted_hamming	fastme	0.0412371134020619
5	200	0.1	100	0.05	16	FALSE	150	weighted_hamming	fastme_tree_rearrangement	0
1	50	0.02	100	0.1	16	FALSE	151	weighted_hamming	nj	0.711340206185567
1	50	0.02	100	0.1	16	FALSE	151	weighted_hamming	upgma	0.762886597938144
1	50	0.02	100	0.1	16	FALSE	151	weighted_hamming	fastme	0.752577319587629
1	50	0.02	100	0.1	16	FALSE	151	weighted_hamming	fastme_tree_rearrangement	0.701030927835051
2	50	0.02	100	0.1	16	FALSE	152	weighted_hamming	nj	0.680412371134021
2	50	0.02	100	0.1	16	FALSE	152	weighted_hamming	upgma	0.814432989690722
2	50	0.02	100	0.1	16	FALSE	152	weighted_hamming	fastme	0.77319587628866
2	50	0.02	100	0.1	16	FALSE	152	weighted_hamming	fastme_tree_rearrangement	0.721649484536082
3	50	0.02	100	0.1	16	FALSE	153	weighted_hamming	nj	0.515463917525773
3	50	0.02	100	0.1	16	FALSE	153	weighted_hamming	upgma	0.711340206185567
3	50	0.02	100	0.1	16	FALSE	153	weighted_hamming	fastme	0.484536082474227
3	50	0.02	100	0.1	16	FALSE	153	weighted_hamming	fastme_tree_rearrangement	0.505154639175258
4	50	0.02	100	0.1	16	FALSE	154	weighted_hamming	nj	0.463917525773196
4	50	0.02	100	0.1	16	FALSE	154	weighted_hamming	upgma	0.556701030927835
4	50	0.02	100	0.1	16	FALSE	154	weighted_hamming	fastme	0.54639175257732
4	50	0.02	100	0.1	16	FALSE	154	weighted_hamming	fastme_tree_rearrangement	0.43298969072165
5	50	0.02	100	0.1	16	FALSE	155	weighted_hamming	nj	0.45360824742268
5	50	0.02	100	0.1	16	FALSE	155	weighted_hamming	upgma	0.515463917525773
5	50	0.02	100	0.1	16	FALSE	155	weighted_hamming	fastme	0.597938144329897
5	50	0.02	100	0.1	16	FALSE	155	weighted_hamming	fastme_tree_rearrangement	0.45360824742268
1	100	0.02	100	0.1	16	FALSE	156	weighted_hamming	nj	0.484536082474227
1	100	0.02	100	0.1	16	FALSE	156	weighted_hamming	upgma	0.54639175257732
1	100	0.02	100	0.1	16	FALSE	156	weighted_hamming	fastme	0.577319587628866
1	100	0.02	100	0.1	16	FALSE	156	weighted_hamming	fastme_tree_rearrangement	0.45360824742268
2	100	0.02	100	0.1	16	FALSE	157	weighted_hamming	nj	0.463917525773196
2	100	0.02	100	0.1	16	FALSE	157	weighted_hamming	upgma	0.680412371134021
2	100	0.02	100	0.1	16	FALSE	157	weighted_hamming	fastme	0.587628865979381
2	100	0.02	100	0.1	16	FALSE	157	weighted_hamming	fastme_tree_rearrangement	0.43298969072165
3	100	0.02	100	0.1	16	FALSE	158	weighted_hamming	nj	0.288659793814433
